HGNC symbol	NCBI gene ID	Gene Synonym
MIR1203		MIRN1203
		
		
		
MIR8085		hsa-mir-8085
		
RNU6-1276P		
MIR125A		hsa-mir-125a
MIR125A		MIRN125A
SNORD115-12		HBII-52-12
RNU6-266P		
		
RN7SKP139		
MIR518C		hsa-mir-518c
MIR518C		MIRN518C
RNU6-301P		
		
MIR518A2		hsa-mir-518a-2
MIR518A2		MIRN518A-2
MIR518A2		MIRN518A2
RNU7-174P		
MIR548S		hsa-mir-548s
		
RNA5-8SN2		RNA5-8N2
MIR4435-2		hsa-mir-4435-2
RN7SKP91		
RN7SL88P		
		
MIR7845		hsa-mir-7845
RN7SKP267		
RN7SKP238		
MIR499A		hsa-mir-499
MIR499A		MIR499
MIR499A		MIRN499
RNA5SP521		RN5S521
RN7SL413P		
MIR711		hsa-mir-711
RNU6-264P		
RNU6-1328P		
		
MIR8076		hsa-mir-8076
RNU4-81P		
		
RNU6-998P		
MIR4448		hsa-mir-4448
		
RNA5SP342		RN5S342
MIR4277		hsa-mir-4277
RNU6-422P		
		
LENG1	79165	
MIR3650		hsa-mir-3650
		
RN7SL473P		
		
MIR4803		hsa-mir-4803
RNU6-947P		
		
		
		
SNORD82		RNU82
SNORD82		U82
SNORD82		Z25
MIR4286		hsa-mir-4286
RN7SKP16		
SNORD108		HBII-437
RN7SKP37		
MIR3165		hsa-mir-3165
MIR6856		hsa-mir-6856
		
MIR620		hsa-mir-620
MIR620		MIRN620
		
MIR6089		hsa-mir-6089-1
MIR6089		MIR6089-1
MIR6089		MIR6089-2
		
MIR3170		hsa-mir-3170
		
	26121	
MIR4536-2		hsa-mir-4536-2
MIR323B		hsa-mir-323b
MIR323B		hsa-mir-453
MIR323B		MIR453
MIR323B		MIRN453
		
RNA5SP520		RN5S520
RNU2-53P		
MIR5701-2		hsa-mir-5701-2
MIR4312		hsa-mir-4312
		
RNY1P3		
		
MIR6504		hsa-mir-6504
		
RNU6-721P		
MIR6165		hsa-mir-6165
		
RN7SL565P		
MIR657		hsa-mir-657
MIR657		MIRN657
RNU6-1213P		
MIR150	406942	hsa-mir-150
MIR150	406942	MIRN150
RN7SL767P		
MIR8074		hsa-mir-8074
		
MIR8485		
RNU6-2		U6-2
MIR548F2		hsa-mir-548f-2
MIR548F2		MIRN548F2
		
		
MIR941-5		
MIR6821		hsa-mir-6821
	102724770	
RNU6-529P		
RNU6-903P		
MIR7976		hsa-mir-7976
MIR4452		hsa-mir-4452
RNA5SP137		RN5S137
RNU7-40P		U7.40
MIR8066		hsa-mir-8066
		
MIR9-2	407047	hsa-mir-9-2
MIR9-2	407047	MIRN9-2
MIR3914-2		hsa-mir-3914-2
RN7SL134P		
		
MIR2861		hsa-mir-2861
MIR3689D1		hsa-mir-3689d-1
		
RNU2-41P		
		
		
RNU6-1028P		
		
RNU4-25P		
		
		
		
MIR3675		hsa-mir-3675
SNORD117		U83
RN7SL704P		
MIR6878		hsa-mir-6878
		
MIRLET7A2		hsa-let-7a-2
MIRLET7A2		MIRNLET7A2
		
MIR614		hsa-mir-614
MIR614		MIRN614
		
		
MIR6502		hsa-mir-6502
		
MIR8067		hsa-mir-8067
		
		
MIR422A		hsa-mir-422a
MIR422A		MIRN422A
		
MIR1269B		hsa-mir-1269b
RNA5SP451		RN5S451
TSEN34	79042	LENG5
TSEN34	79042	SEN34
TSEN34	79042	SEN34L
MIR4522		hsa-mir-4522
		
MIR5684		hsa-mir-5684
RNU6-565P		
		
MIR4786		hsa-mir-4786
RN7SKP134		
MIR103B2		hsa-mir-103-2-as
MIR103B2		hsa-mir-103b-2
MIR103B2		MIR103-2AS
MIR103B2		MIRN103-2AS
SNORD77B		
MIR647		hsa-mir-647
MIR647		MIRN647
SNORA74D		
		
MIR4279		hsa-mir-4279
		
NCR1	9437	CD335
NCR1	9437	LY94
NCR1	9437	NK-p46
NCR1	9437	NKP46
MIR3141		hsa-mir-3141
RNU6-284P		
		
MIR1236	100302242	hsa-mir-1236
MIR1236	100302242	MIRN1236
MIR4426		hsa-mir-4426
		
MIR6124		hsa-mir-6124
MIR588		hsa-mir-588
MIR588		MIRN588
MIR1260B		hsa-mir-1260b
RNU6-1218P		
MIR3943		hsa-mir-3943
MIR3920		hsa-mir-3920
MIR335	442904	hsa-mir-335
MIR335	442904	MIRN335
MIR4495		hsa-mir-4495
SNORA4		ACA4
RNU4-74P		
MIR8079		hsa-mir-8079
MIR6847		hsa-mir-6847
		
MIR7703		hsa-mir-7703
MIR4477A		hsa-mir-4477a
RN7SKP43		
MIR3713		hsa-mir-3713
MIR3074		hsa-mir-3074
		
MIR6768		hsa-mir-6768
		
MIR8081		hsa-mir-8081
MIR3179-2		hsa-mir-3179-2
RNU6-717P		
MIR602		hsa-mir-602
MIR602		MIRN602
MIR27A		hsa-mir-27a
MIR27A		MIRN27A
		
		
MIR500A		hsa-mir-500
MIR500A		MIR500
MIR500A		MIRN500
MIR4261		hsa-mir-4261
MIR1468		hsa-mir-1468
MIR1468		MIRN1468
RNU4ATAC15P		
RNU6-166P		
MIR4772		hsa-mir-4772
MIR514A2		hsa-mir-514-2
MIR514A2		MIR514-2
MIR514A2		MIRN514-2
RNA5SP290		RN5S290
MIR9500		
RNU6-22P		RNU6-22
RNU1-47P		
MIR548X		hsa-mir-548x
		
MIR4790		hsa-mir-4790
RNU6-919P		
		
MIR8064		hsa-mir-8064
RN7SKP38		
MIR548AG1		hsa-mir-548ag-1
RNU6-242P		
RN7SL193P		
RNU6-24P		RNU6-24
MIR367		hsa-mir-367
MIR367		MIRN367
RN7SL863P		
RNA5SP40		RN5S40
MIR3688-1		hsa-mir-3688
MIR3688-1		hsa-mir-3688-1
MIR3688-1		MIR3688
RNA5SP56		RN5S56
MIR7161		hsa-mir-7161
		
		
RNU6-1251P		
MIR651		hsa-mir-651
MIR651		MIRN651
RNU6-1065P		
MIR548I4		hsa-mir-548i-4
MIR548I4		MIRN548I4
		
RNU6-1147P		
MIR1911		hsa-mir-1911
MIR1911		MIRN1911
		
		
		
RNU6-103P		
		
RN7SL205P		
RNY3P10		
		
		
RNU6-1037P		
RN7SL209P		
RNU6-537P		
RNA5SP461		RN5S461
RNU6-203P		
		
		
RNY4P27		
		
RNU2-34P		
		
		
		
		
RN7SKP102		
		
NCR1	9437	CD335
NCR1	9437	LY94
NCR1	9437	NK-p46
NCR1	9437	NKP46
RNA5SP384		RN5S384
		
RNU7-107P		
RNU6-388P		
RNU6-1000P		
		
		
RNU7-59P		U7.59
SNORA32		ACA32
RNU6-815P		
RNU6-1294P		
		
		
RNA5SP339		RN5S339
RNU2-20P		
RNU6-791P		
RNU6-946P		
SNORD52		RNU52
SNORD52		U52
RNU6-532P		
SNORD116-18		HBII-85-18
RN7SL496P		
RNU4ATAC17P		
RN7SL602P		
RN7SL197P		
		
		
RNU4-37P		
		
		
RNU7-188P		
RNA5SP59		RN5S59
RNU1-108P		
RNU6-310P		
		
RNU1-104P		
		
RN7SL23P		
		
SNORA72		RNU72
SNORA72		U72
RNU6-1310P		
		
SNORA70I		
		
		
SNORA65		RNU65
SNORA65		U65
SNORD100		HBII-429
RN7SKP17		
		
		
RNU6-86P		
RNY3P5		
RNA5SP534		
RNU6-818P		
		
RN7SL237P		
	147798	
RNA5SP332		RN5S332
RNU7-136P		
RN7SL296P		
		
		
		
RNU6-110P		
		
		
RNA5SP471		RN5S471
		
		
		
		
RNU6-811P		
RNU6-146P		
RNU6-625P		
		
RNA5SP183		RN5S183
		
		
RNU6-817P		
RNU6-1189P		
RNA5SP415		RN5S415
RN7SL516P		
RNU1-32P		
RN7SL38P		
		
		
SNORD62B		U62
SNORD62B		U62B
RN7SL470P		
MIR3115		hsa-mir-3115
RNA5SP221		RN5S221
		
RN7SL329P		
RN7SL856P		
MIR6735		hsa-mir-6735
		
MIR5584		hsa-mir-5584
RNU6-867P		
RNU6-359P		
SNORA74B		U19-2
MIR556		hsa-mir-556
MIR556		MIRN556
RNA5SP48		RN5S48
RN7SL238P		
SNORD66		HBII-142
		
MIR1295B		hsa-mir-1295b
RNU7-87P		
RN7SL462P		
MIR4677		hsa-mir-4677
		
RNU6-113P		
MIR1237		hsa-mir-1237
MIR1237		MIRN1237
		
		
MIR4691		hsa-mir-4691
		
		
RNA5SP407		RN5S407
RN7SL362P		
MIR4697		hsa-mir-4697
RNA5SP296		RN5S296
MIR3198-2		hsa-mir-3198-2
		
RNA5SP206		RN5S206
RN7SL803P		
MIR4496		hsa-mir-4496
RNU6-1160P		
RNU6-185P		
MIR18A		hsa-mir-18
MIR18A		hsa-mir-18a
MIR18A		MIRN18
MIR18A		MIRN18A
		
		
SNORD116-25		HBII-85-25
		
MIR1469		hsa-mir-1469
MIR1469		MIRN1469
SCARNA13		U93
		
RNU6-19P		RNU6-19
MIR5587		hsa-mir-5587
		
RNU6-57P		RNU6-57
		
RNU2-45P		
MIR3976		hsa-mir-3976
		
RN7SL297P		
		
MIR526B		hsa-mir-526b
MIR526B		MIRN526B
		
		
		
MIR4779		hsa-mir-4779
RNA5SP86		RN5S86
		
MIR6811		hsa-mir-6811
SNORD25		RNU25
SNORD25		U25
SNORA3A		ACA3
SNORA3A		SNORA3
SNORA3A		SNORA45A
MIR3617		hsa-mir-3617
RNU6-154P		
MIR1257		hsa-mir-1257
MIR1257		MIRN1257
RNU6-112P		
MIR33A		hsa-mir-33
MIR33A		hsa-mir-33a
MIR33A		MIRN33
MIR33A		MIRN33A
		
SNORA54		ACA54
MIR4762		hsa-mir-4762
		
MIR449C		hsa-mir-449c
MIR6831		hsa-mir-6831
MIR8056		hsa-mir-8056
MIR550B1		hsa-mir-550b-1
KLF13	51621	BTEB3
KLF13	51621	FKLF-2
KLF13	51621	NSLP1
KLF13	51621	RFLAT-1
MIR4650-1		hsa-mir-4650-1
MIR596		hsa-mir-596
MIR596		MIRN596
MIR181A2		hsa-mir-181a
MIR181A2		MIRN181A
MIR181A2		MIRN181A2
MIR3689E		hsa-mir-3689e
RNU6-325P		
RNU6-450P		
MIR548F5		hsa-mir-548f-5
MIR548F5		MIRN548F5
		
RNU6ATAC41P		
MIR105-1		hsa-mir-105-1
MIR105-1		MIRN105-1
RNA5SP319		RN5S319
RNU6-984P		
RN7SL394P		
		
RNU1-30P		
RN7SL382P		
		
RN7SL517P		
RNU6-609P		
		
RNU6-983P		
RN7SKP224		
		
		
		
SNORA60		ACA60
RN7SL865P		
RNU6-1297P		
RNU6-559P		
MBOAT7	79143	BB1
MBOAT7	79143	hMBOA-7
MBOAT7	79143	LENG4
MBOAT7	79143	LPLAT
		
		
	147798	
RNU7-133P		
		
RNU6-619P		
		
		
RNU4-82P		
RNU6-1025P		
		
RN7SL262P		
RNU2-26P		
SCARNA23		ACA12
RNU6-462P		
		
		
		
RNU6ATAC23P		
RNA5SP139		RN5S139
SNORD114-30		14q(II-30)
		
RNU6-711P		
SNORD114-23		14q(II-23)
RNU6-1046P		
	653082	
RNU4-20P		
RN7SL178P		
		
RNU6-570P		
RN7SL678P		
RNU6-1200P		
		
SNORA77B		
		
RN7SL321P		
MIR604		hsa-mir-604
MIR604		MIRN604
RN7SKP203		
MIR7856		hsa-mir-7856
MIR6507		hsa-mir-6507
MIR8070		hsa-mir-8070
RNU6-366P		
RNU6-681P		
MIR4681		hsa-mir-4681
MIR34C	407042	hsa-mir-34c
MIR34C	407042	MIRN34C
RNA5SP147		RN5S147
MIR6747		hsa-mir-6747
		
MIR17	406952	hsa-mir-17
MIR17	406952	MIRN17
MIR5579		hsa-mir-5579
RNY1P1		
RNU6-684P		
MIR4494		hsa-mir-4494
MIR4504		hsa-mir-4504
MIR3908		hsa-mir-3908
SCARNA21		ACA68
SCARNA21		SCARNA21A
MIR5701-1		hsa-mir-5701-1
MIR15A	406948	hsa-mir-15a
MIR15A	406948	MIRN15A
		
MIR4509-3		hsa-mir-4509-3
MIR7855		hsa-mir-7855
MIR7-2		hsa-mir-7-2
MIR7-2		MIRN7-2
		
RN7SL800P		
MIR329-1		hsa-mir-329-1
MIR329-1		MIRN329-1
MIR635		hsa-mir-635
MIR635		MIRN635
MIR656		hsa-mir-656
MIR656		MIRN656
		
MIR1268B		hsa-mir-1268b
MIR4319		hsa-mir-4319
MIR373		hsa-mir-373
MIR373		MIRN373
RNU6-274P		
MIR5695		hsa-mir-5695
MIR6804		hsa-mir-6804
MIR515-1		hsa-mir-515-1
MIR515-1		MIRN515-1
RNU6ATAC33P		
MIR4263		hsa-mir-4263
MIR520A		hsa-mir-520a
MIR520A		MIRN520A
MIR6508		hsa-mir-6508
		
MIR4782		hsa-mir-4782
MIR1248		hsa-mir-1248
MIR1248		MIRN1248
RNU6-692P		
MIR572		hsa-mir-572
MIR572		MIRN572
MIR6888		hsa-mir-6888
MIR4275		hsa-mir-4275
RNA5SP409		RN5S409
MIR125B2		hsa-mir-125b-2
MIR125B2		MIRN125B2
MIR3945		hsa-mir-3945
RNU6-700P		
MIR4638		hsa-mir-4638
MIR4290		hsa-mir-4290
MIR3654		hsa-mir-3654
MIR6081		hsa-mir-6081
RNU4-41P		
MIR548V		hsa-mir-548v
MIR514A3		hsa-mir-514-3
MIR514A3		MIR514-3
MIR514A3		MIRN514-3
MIR3150A		hsa-mir-3150
MIR3150A		hsa-mir-3150a
MIR3150A		MIR3150
		
MIR6895		hsa-mir-6895
RNU6-499P		
MIRLET7F2		hsa-let-7f-2
MIRLET7F2		MIRNLET7F2
		
RN7SKP39		
MIR92A2		hsa-mir-92-2
MIR92A2		hsa-mir-92a-2
MIR92A2		MIRN92-2
MIR92A2		MIRN92A2
RN7SKP142		
SNORA53		ACA53
RNVU1-14		RNU1-37
RNVU1-14		vU1.14
		
		
RNU4-59P		
RNU6-513P		
RNA5SP320		RN5S320
RNA5SP24		RN5S24
SNORD12		HBII-99
SNORD12		hsa-mir-1259
SNORD12		MIR1259
SNORD12		MIRN1259
CHRFAM7A	89832	CHRNA7-DR1
CHRFAM7A	89832	D-10
RN7SKP28		
RNA5SP169		RN5S169
RNA5SP535		
RNU1-20P		
RNU6-285P		
RNU7-26P		U7.26
SNORA50A		ACA50
SNORA50A		SNORA50
SNORA50A		SNORA76A
		
RN7SKP186		RN7SKP138
		
RN7SL182P		
		
RNU6-926P		
RNU1-136P		
RNU6-1123P		
RN7SL623P		
RNU7-20P		U7.20
		
SCARNA22		ACA11
		
RNU7-141P		
RNA5SP459		RN5S459
		
RNU6-483P		
RN7SL286P		
		
RNU7-157P		
		
SNORD6		mgh28S-2412
SNORD32A		RNU32
SNORD32A		U32
SNORD32A		U32A
RN7SL188P		
		
RNA5SP488		RN5S488
		
SNORA15B-2		SNORA15C
RN7SL531P		
RNU4ATAC12P		
		
		
RNU6-48P		RNU6-48
		
SNORD117		U83
RN7SL12P		
RNVU1-2A		RNVU1.2a
RNVU1-2A		vU1.2a
		
		
RNU6-311P		
		
		
		
RNU6-738P		
RNU6-643P		
RNU6-1231P		
		
RN7SKP149		
RNU6-828P		
MBOAT7	79143	BB1
MBOAT7	79143	hMBOA-7
MBOAT7	79143	LENG4
MBOAT7	79143	LPLAT
RNU6-378P		
		
RNU6-1053P		
RN7SL586P		
		
RN7SKP114		
		
RNU6-739P		
SNORA79B		
		
SNORD113-7		14q(I-7)
RNU4-61P		
		
RNU6-545P		RNU6-292P
RNU1-106P		
RNU6-1025P		
RNU7-161P		
MIR4425		hsa-mir-4425
RN7SL628P		
SNORD48		RNU48
SNORD48		U48
RN7SL318P		
MIR4297		hsa-mir-4297
RNU6-1148P		
RNA5SP212		RN5S212
MIR3181		hsa-mir-3181
RN7SL236P		
RNU7-57P		U7.57
MIR140	406932	hsa-mir-140
MIR140	406932	MIRN140
MIR3972		hsa-mir-3972
RNU1-155P		
MIR553		hsa-mir-553
MIR553		MIRN553
MIR3678		hsa-mir-3678
RN7SL67P		
RN7SL822P		
MIR205	406988	hsa-mir-205
MIR205	406988	MIRN205
MIR371B		hsa-mir-371b
RNU6-1277P		
SNORD45C		U45C
MIR26A2		hsa-mir-26a-2
MIR26A2		MIRN26A2
MIR4757		hsa-mir-4757
RNU6-632P		
RNU6-1267P		
MIR665		hsa-mir-665
MIR665		MIRN665
MIR559		hsa-mir-559
MIR559		MIRN559
MIR412		hsa-mir-412
MIR412		MIRN412
		
RNU6-831P		
MIR4776-2		hsa-mir-4776-2
MIR4538		hsa-mir-4538
SNORD14C		
MIR4535		hsa-mir-4535
RNU6-495P		
MIR4509-2		hsa-mir-4509-2
SNORA80A		ACA67
SNORA80A		SNORA80
MIR5572		hsa-mir-5572
MIR26A1		hsa-mir-26a-1
MIR26A1		MIRN26A1
RNU7-7P		U7.7
		
MIR549A		hsa-mir-549
MIR549A		MIR549
MIR549A		MIRN549
SNORD138		hsa-mir-3607
SNORD138		MIR3607
MIR193A	406968	hsa-mir-193
MIR193A	406968	hsa-mir-193a
MIR193A	406968	MIRN193
MIR193A	406968	MIRN193A
RNU2-49P		
		
MIR1289-2		hsa-mir-1289-2
MIR1289-2		MIRN1289-2
MIR4429		hsa-mir-4429
RN7SL853P		
MIR6873		hsa-mir-6873
		
MIR4267		hsa-mir-4267
		
MIR6509		hsa-mir-6509
MIR6810		hsa-mir-6810
RN7SKP220		
RNA5SP446		RN5S446
MIR548F4		hsa-mir-548f-4
MIR548F4		MIRN548F4
MIR941-2		hsa-mir-941-2
MIR941-2		MIRN941-2
RNU6-307P		
MIR6841		hsa-mir-6841
		
MIR885		hsa-mir-885
MIR885		MIRN885
MIR660		hsa-mir-660
MIR660		MIRN660
RNA5SP157		RN5S157
MIR196B	442920	hsa-mir-196b
MIR196B	442920	MIRN196B
RNA5SP389		RN5S389
RN7SKP284		
MIR3610		hsa-mir-3610
RNU6-751P		
RN7SKP253		
MIR1302-7		hsa-mir-1302-7
MIR1302-7		MIRN1302-7
		
		
		
MIRLET7F1		hsa-let-7f-1
MIRLET7F1		MIRNLET7F1
RN7SKP63		
RN7SKP289		
MIR361		hsa-mir-361
MIR361		MIRN361
MIR513C		hsa-mir-513c
MIR513C		MIRN513C
RN7SKP19		
		
RNU6-376P		
RNA5SP482		RN5S482
SNORD115-25		HBII-52-25
		
		
		
SNORD116-3		HBII-85-3
		
		
RNVU1-28		
RNA5SP123		RN5S123
RNU6-252P		
RNU6-929P		
		
		
RNU6-87P		
		
SNORD70		HBII-234
SNORD70		SNORD70A
RN7SL424P		
SCARNA6		U88
RNA5SP344		RN5S344
RNU6-1209P		
		
		
		
RN7SL76P		
RNU6-1285P		
RNA5SP412		RN5S412
RNU6-976P		
		
		
RN7SKP254		
RN7SKP258		
		
RN7SL304P		
SCARNA18B		
RNA5SP243		RN5S243
		
		
		
		
		
RNU6-1223P		
		
RNU6-1093P		
RNU6-1029P		
RNA5SP291		RN5S291
RNY4P36		
RNU6-143P		
SNORD32B		U32B
RNU6-551P		
RNU6-158P		
		
RNY3P7		
		
RNU6-1330P		
RNU6-1108P		
		
		
RN7SL705P		
SNORD56		RNU56
SNORD56		U56
RNU6-1098P		
RN7SKP159		
		
RN7SL775P		
RNU6-747P		
		
RNU6-275P		
RN7SL392P		
RN7SL666P		
		
RN7SKP89		
RNU6-805P		
		
RNU6-697P		
		
RN7SL65P		
		
RNU7-187P		
		
RNU6-368P		
RN7SL154P		
SNORA38		ACA38
		
		
RNA5SP165		RN5S165
		
		
SNORA77		ACA63
SNORA77		SNORA77A
RNU6-678P		
RN7SL398P		
		
SNORD14A		RNU14
SNORD14A		RNU14A
SNORD14A		U14
RN7SKP110		
RNU6-360P		
RN7SKP2		
		
		
RN7SKP219		
RNU6-824P		
		
RN7SKP21		
SCARNA3		HBI-100
		
RNA5SP130		RN5S130
		
		
		
SNORA6		ACA6
		
RNU6-15P		RNU6-15
RNU6-1172P		
		
RN7SKP266		
		
RN7SL251P		
		
RNU6-204P		
SNORA51		ACA51
RN7SL520P		
		
		
		
		
		
RNU6-1270P		
RNA5SP368		RN5S368
RN7SL814P		
		
RN7SL248P		RN7SL527P
RN7SKP72		
		
RNU1-51P		
RNA5SP186		RN5S186
		
RNU7-37P		U7.37
RNU6-1225P		
		
RNU6-475P		
RNU6-1146P		
RNA5SP63		RN5S63
		
RNU4-24P		
		
RNU6-961P		
RNA5SP138		RN5S138
RN7SKP11		
RNU4-50P		
		
		
RNU6-313P		
		
RN7SL664P		
		
SNORD115-16		HBII-52-16
SNORD69		HBII-210
RNU6-234P		
RN7SL378P		
RN7SKP239		
SNORA25B		
RNU6-1331P		
RNA5-8SN1		
RNU6-9		U6-9
RN7SKP277		
RN7SKP190		
		
RNU6-1199P		
RNA5SP108		RN5S108
		
		
RNU1-73P		
RNU7-29P		U7.29
RNU4-78P		
		
RNU6-610P		
		
SNORA14B		ACA14b
		
RNA5SP477		RN5S477
RNA5SP416		RN5S416
RNA5SP479		RN5S479
SNORA59A		ACA59
RNU6-369P		
RNA5SP500		RN5S500
RN7SL792P		
RN7SL684P		
RN7SKP195		
RNU7-185P		
RNU6-1243P		
		
		
		
		
RN7SL817P		
		
RNA5SP65		RN5S65
RNU6-68P		RNU6-68
		
RNA5SP406		RN5S406
		
RN7SL285P		
		
RNU1-5P		RNU1-5
RNA5SP302		RN5S302
		
RNU6-179P		
		
RNU1-62P		
		
RNA5SP136		RN5S136
	23429	AAP1
	23429	APAP-1
	23429	DEDAF
	23429	YEAF1
SERTAD4-AS1		C1orf133
SERTAD4	56256	DJ667H12.2
ST13P19		
		
HHAT	55733	FLJ10724
HHAT	55733	GUP2
HHAT	55733	MART-2
HHAT	55733	MART2
HHAT	55733	rasp
HHAT	55733	sit
HHAT	55733	ski
HHAT	55733	Skn
		
RNU5A-8P		
		
		
		
		
OBP2B	29989	hOBPIIb
OBP2B	29989	LCN14
LCN1P1		bA430N14.2
LCN1P1		LCN1L1
		
LCN1P2		bA244N20.11
LCN1P2		LCN1L2
SURF6	6838	FLJ30322
SURF6	6838	RRP14
		
MED22	6837	Med24
MED22	6837	SRB6
MED22	6837	SURF5
		
RPL7A	6130	L7A
RPL7A	6130	SURF3
RPL7A	6130	TRUP
SNORD24		RNU24
SNORD24		U24
SNORD36B		RNU36B
SNORD36B		U36b
SNORD36A		RNU36A
SNORD36A		U36a
SNORD36C		RNU36C
SNORD36C		U36c
SURF1	6834	
SURF2	6835	
SURF4	6836	ERV29
SURF4	6836	FLJ22993
SURF4	6836	MGC102753
STKLD1	169436	C9orf96
STKLD1	169436	MGC43306
STKLD1	169436	SGK071
REXO4	57109	hPMC2
REXO4	57109	XPMC2H
ADAMTS13	11093	C9orf8
ADAMTS13	11093	DKFZp434C2322
ADAMTS13	11093	FLJ42993
ADAMTS13	11093	MGC118899
ADAMTS13	11093	MGC118900
ADAMTS13	11093	TTP
ADAMTS13	11093	vWF-CP
ADAMTS13	11093	VWFCP
CACFD1	11094	C9orf7
CACFD1	11094	D9S2135
CACFD1	11094	flower
ABO	28	A3GALNT
ABO	28	A3GALT1
		
DPPA2P2		
RPS6KA1	6195	HU-1
RPS6KA1	6195	MAPKAPK1
RPS6KA1	6195	p90Rsk
RPS6KA1	6195	RSK1
MIR1976		hsa-mir-1976
RN7SL679P		
		
RNU7-29P		U7.29
		
		
		
ZNF445	353274	ZKSCAN15
ZNF445	353274	ZNF168
ZNF445	353274	ZSCAN47
ZNF852	285346	
EI24P3		
		
ZKSCAN7	55888	FLJ12738
ZKSCAN7	55888	ZNF167
ZKSCAN7	55888	ZNF448
ZKSCAN7	55888	ZNF64
ZKSCAN7	55888	ZSCAN39
ZKSCAN7-AS1		RP11-944L7.4
ZNF660	285349	FLJ36870
MPRIPP1		
ZNF197	10168	D3S1363E
ZNF197	10168	P18
ZNF197	10168	ZKSCAN9
ZNF197	10168	ZNF166
ZNF197	10168	ZSCAN41
ZNF197	110354863	D3S1363E
ZNF197	110354863	P18
ZNF197	110354863	ZKSCAN9
ZNF197	110354863	ZNF166
ZNF197	110354863	ZSCAN41
ZNF197-AS1		
ZNF35	7584	HF.10
ZNF35	7584	HF10
ZNF35	7584	Zfp105
		
SOCS5P3		
ZNF502	91392	FLJ12515
ZNF502	91392	FLJ14855
ZNF501	115560	MGC21738
ZNF501	115560	ZNF52
KIAA1143	57456	
KIF15	56992	HKLP2
KIF15	56992	KNSL7
KIF15	56992	NY-BR-62
MIR564		hsa-mir-564
MIR564		MIRN564
TMEM42	131616	MGC29956
TGM4	7047	TGP
		
LINC02783		
		
PADI1	29943	HPAD10
PADI1	29943	PAD1
PADI1	29943	PDI
PADI1	29943	PDI1
PADI3	51702	PDI3
MIR3972		hsa-mir-3972
PADI4	23569	PAD
PADI4	23569	PADI5
PADI4	23569	PDI4
PADI4	23569	PDI5
PADI6	353238	
RCC2-AS1		ENST00000439577
RCC2-AS1		LCPAT1
RCC2	55920	TD-60
SLC16A1	6566	MCT
SLC16A1	6566	MCT1
AKR7A2P1		AFARP1
LRIG2-DT		
		
RNU6-280P		RNU6-1221P
		
INPP5D	3635	hp51CN
INPP5D	3635	SHIP
INPP5D	3635	SHIP1
RN7SL32P		
ATG16L1	55054	APG16L
ATG16L1	55054	ATG16A
ATG16L1	55054	ATG16L
ATG16L1	55054	FLJ10035
ATG16L1	55054	WDR30
SCARNA5		U87
SCARNA6		U88
SAG	6295	ARRESTIN
SAG	6295	RP47
		
DGKD	8527	DGKdelta
DGKD	8527	KIAA0145
		
		
		
		
		
		
		
FOXO6-AS1		
FOXO6	100132074	
LINC01784		
PRAMEF11	440560	
PRAMEF30P		
HNRNPCL1	343069	HNRPCL1
PRAMEF2	65122	FLJ43580
PRAMEF4	400735	RP5-845O24.6
PRAMEF10	343071	
PRAMEF7	441871	
RNU6-1072P		
PRAMEF29P		
PRAMEF6	440561	
PRAMEF28P		PRAMEF28
PRAMEF27	101929983	
HNRNPCL3	649330	
PRAMEF25	441873	
PRAMEF25	645359	
PRAMEF34P		
PRAMEF35P		
HNRNPCL2	440563	HNRNPCP5
HNRNPCL2	440563	HNRNPCP5
PRAMEF36P		
		
PRAMEF26	645359	
HNRNPCL4	101060301	HNRNPCL3
PRAMEF9	343070	
PRAMEF13	400736	
PRAMEF18	391003	
PRAMEF31P		
PRAMEF5	343068	PRAMEF23
PRAMEF5	343068	PRAMEF5L
PRAMEF32P		
BCL2L14	79370	BCL-G
BCL2L14	79370	BCLG
PTMAP9		
MIR1244-4		
LRP6	4040	ADCAD2
		
RNU6-545P		RNU6-292P
		
RNU6-318P		RNU6-1295P
MANSC1	54682	FLJ10298
MANSC1	54682	LOH12CR3
RPL23AP66		
LOH12CR2		LOH2CR12
BORCS5	118426	LOH12CR1
BORCS5	118426	LOH1CR12
		
DUSP16	80824	KIAA1700
DUSP16	80824	MKP-7
DUSP16	80824	MKP7
		
		
LEUTX	342900	
		
DYRK1B	9149	MIRK
MIR6719		hsa-mir-6719
FBL	2091	FIB
FBL	2091	FLRN
FBL	2091	Nop1
FBL	2091	RNU3IP1
PRR13P5		
PSMC4	5704	MGC13687
PSMC4	5704	MGC23214
PSMC4	5704	MGC8570
PSMC4	5704	MIP224
PSMC4	5704	S6
PSMC4	5704	TBP-7
PSMC4	5704	TBP7
ZNF546	339327	MGC43537
ZNF546	339327	ZNF49
		
ZNF780B	163131	ZNF779
		
ZNF780A	284323	ZNF780
		
FCGBP	8857	FC(GAMMA)BP
SLC2A6	11182	GLUT6
SLC2A6	11182	GLUT9
SLC2A6	11182	HSA011372
CTBP2P1		
		
KAT6B	23522	Morf
KAT6B	23522	MOZ2
KAT6B	23522	MYST4
KAT6B	23522	qkf
KAT6B	23522	querkopf
KAT6B	23522	ZC2HC6B
		
		
DUPD1	338599	DUSP27
		
FOXR1	283150	DLNB13
FOXR1	283150	FOXN5
		
		
CCDC84-DT		
CCDC84	338657	DLNB14
RPL23AP64		
		
		
RPS25	6230	S25
